cst_id,incm_amt,age,main_zip_cd,cr_line_amt,pos_dt
1000006406,59942,37,73210,100000.00,2017-02-23 00:00:00
1000009660,51362,33,10310,50000.00,2017-02-23 00:00:00
1000012368,129198,44,52100,120000.00,2017-02-23 00:00:00
1000005626,52722,38,10160,180000.00,2017-02-23 00:00:00
1000005493,105420,62,11000,263000.00,2017-02-23 00:00:00
1000010510,98140,50,21150,100000.00,2017-02-23 00:00:00
1000003362,21075,33,10700,63000.00,2017-02-23 00:00:00
1000010701,18475,28,10400,27000.00,2017-02-23 00:00:00
1000006295,25606,58,10520,50000.00,2017-02-23 00:00:00
1000012652,17579,33,50300,30000.00,2017-02-23 00:00:00
1000001979,50000,41,10220,175000.00,2017-02-23 00:00:00
1000010938,55760,55,34190,160000.00,2017-02-23 00:00:00
1000010718,18476,30,11110,32000.00,2017-02-23 00:00:00
1000000441,441879,57,10200,500000.00,2017-02-23 00:00:00
1000003749,33849,56,74000,60000.00,2017-02-23 00:00:00
1000004315,70000,39,10230,175000.00,2017-02-23 00:00:00
1000003739,140946,60,11120,300000.00,2017-02-23 00:00:00
1000000498,30000,52,10150,94000.00,2017-02-23 00:00:00
1000001376,60000,66,74110,96000.00,2017-02-23 00:00:00
1000010011,19000,29,10110,38000.00,2017-02-23 00:00:00
1000003544,65000,40,11000,162000.00,2017-02-23 00:00:00
1000003619,43284,39,10330,89000.00,2017-02-23 00:00:00
1000005165,24125,27,10240,50000.00,2017-02-23 00:00:00
1000000318,550000,76,10260,1000000.00,2017-02-23 00:00:00
1000007385,158828,40,10220,500000.00,2017-02-23 00:00:00
1000005328,30380,47,52160,75000.00,2017-02-23 00:00:00
1000000449,95152,48,10510,250000.00,2017-02-23 00:00:00
1000000692,20357,49,10150,80000.00,2017-02-23 00:00:00
1000011140,49218,30,10900,86000.00,2017-02-23 00:00:00
1000001466,33340,53,10400,88000.00,2017-02-23 00:00:00
1000005317,20643,30,10520,36000.00,2017-02-23 00:00:00
1000003307,21842,35,11140,40000.00,2017-02-23 00:00:00
1000009222,116922,54,12130,290000.00,2017-02-23 00:00:00
1000011700,17842,28,90110,31000.00,2017-02-23 00:00:00
1000004739,73817,41,10500,166000.00,2017-02-23 00:00:00
1000007484,74100,38,20110,180000.00,2017-02-23 00:00:00
1000013554,30225,53,10230,60000.00,2017-02-23 00:00:00
1000013177,15278,37,40130,26000.00,2017-02-23 00:00:00
1000003778,63751,43,10700,143000.00,2017-02-23 00:00:00
1000002483,48824,38,10230,137000.00,2017-02-23 00:00:00
1000012967,28644,33,25110,30000.00,2017-02-23 00:00:00
1000004944,20000,37,10540,70000.00,2017-02-23 00:00:00
1000002465,329188,30,95110,200000.00,2017-02-23 00:00:00
1000008992,26087,29,21140,37000.00,2017-02-23 00:00:00
1000009111,90700,45,21130,180000.00,2017-02-23 00:00:00
1000000229,60000,58,12130,166000.00,2017-02-23 00:00:00
1000002902,46000,39,10150,119000.00,2017-02-23 00:00:00
1000000223,100000,62,11120,220000.00,2017-02-23 00:00:00
1000010538,58241,44,10800,145000.00,2017-02-23 00:00:00
1000010472,29288,39,40000,58000.00,2017-02-23 00:00:00
1000011945,20900,41,30290,41000.00,2017-02-23 00:00:00
1000009315,17333,33,10310,34000.00,2017-02-23 00:00:00
1000012293,29908,44,12000,52000.00,2017-02-23 00:00:00
1000006542,29708,35,10220,90000.00,2017-02-23 00:00:00
1000011400,36600,32,10540,70000.00,2017-02-23 00:00:00
1000003382,20000,37,10170,100000.00,2017-02-23 00:00:00
1000010723,15000,28,71190,26000.00,2017-02-23 00:00:00
1000011258,48891,33,50200,90000.00,2017-02-23 00:00:00
1000009287,93781,32,12120,120000.00,2017-02-23 00:00:00
1000004114,32117,45,74130,40000.00,2017-02-23 00:00:00
1000007931,134355,30,94170,80000.00,2017-02-23 00:00:00
1000012683,15666,28,10400,19000.00,2017-02-23 00:00:00
1000005709,60100,37,40000,135000.00,2017-02-23 00:00:00
1000009388,15000,25,10500,28000.00,2017-02-23 00:00:00
1000009457,85017,30,92000,200000.00,2017-02-23 00:00:00
1000004569,94029,49,10160,188000.00,2017-02-23 00:00:00
1000008849,29401,28,10540,50000.00,2017-02-23 00:00:00
1000000821,178720,47,10500,759000.00,2017-02-23 00:00:00
1000012378,69988,27,12130,69000.00,2017-02-23 00:00:00
1000000458,40000,51,10700,132000.00,2017-02-23 00:00:00
1000005156,39770,42,10250,65000.00,2017-02-23 00:00:00
1000009554,15439,47,10250,18000.00,2017-02-23 00:00:00
1000003877,30234,42,70000,60000.00,2017-02-23 00:00:00
1000005211,61685,42,83000,120000.00,2017-02-23 00:00:00
1000009369,139707,38,11140,270000.00,2017-02-23 00:00:00
1000011288,22500,26,10260,78000.00,2017-02-23 00:00:00
1000012044,200000,75,12130,200000.00,2017-02-23 00:00:00
1000001653,15000,49,51000,38000.00,2017-02-23 00:00:00
1000009706,33014,34,10150,57000.00,2017-02-23 00:00:00
1000012096,28000,27,10540,56000.00,2017-02-23 00:00:00
1000003992,26632,51,12130,66000.00,2017-02-23 00:00:00
1000012172,15491,30,10280,27000.00,2017-02-23 00:00:00
1000010885,17343,26,13210,30000.00,2017-02-23 00:00:00
1000012834,16200,28,10510,28000.00,2017-02-23 00:00:00
1000010433,27000,33,10210,54000.00,2017-02-23 00:00:00
1000009911,63577,36,10900,143000.00,2017-02-23 00:00:00
1000012305,20000,43,84320,40000.00,2017-02-23 00:00:00
1000012662,60620,56,46190,120000.00,2017-02-23 00:00:00
1000005440,78516,39,10240,80000.00,2017-02-23 00:00:00
1000006943,29611,33,10600,59000.00,2017-02-23 00:00:00
1000009773,24626,38,11140,40000.00,2017-02-23 00:00:00
1000008627,45626,29,10250,102000.00,2017-02-23 00:00:00
1000012745,23873,35,20230,41000.00,2017-02-23 00:00:00
1000006686,121000,34,11110,242000.00,2017-02-23 00:00:00
1000001264,153901,72,11130,200000.00,2017-02-23 00:00:00
1000009870,116000,47,10110,232000.00,2017-02-23 00:00:00
1000012528,17000,23,21140,34000.00,2017-02-23 00:00:00
1000004989,23000,55,10240,40000.00,2017-02-23 00:00:00
1000007643,57193,62,10540,142000.00,2017-02-23 00:00:00
1000002877,46290,60,10100,119000.00,2017-02-23 00:00:00
1000004220,119819,42,12150,358000.00,2017-02-23 00:00:00
1000010388,18072,30,10170,30000.00,2017-02-23 00:00:00
1000001078,22245,53,10220,50000.00,2017-02-23 00:00:00
1000004592,35000,31,10260,90000.00,2017-02-23 00:00:00
1000007508,35000,36,10900,70000.00,2017-02-23 00:00:00
1000008737,92063,41,10900,240000.00,2017-02-23 00:00:00
1000012760,91466,42,11000,90000.00,2017-02-23 00:00:00
1000004150,22009,40,90110,38000.00,2017-02-23 00:00:00
1000011973,15383,32,18170,26000.00,2017-02-23 00:00:00
1000003745,22500,32,12120,78000.00,2017-02-23 00:00:00
1000009073,73539,49,10310,147000.00,2017-02-23 00:00:00
1000009932,16294,33,10310,28000.00,2017-02-23 00:00:00
1000011271,16926,36,36220,29000.00,2017-02-23 00:00:00
1000012980,16000,28,10270,28000.00,2017-02-23 00:00:00
1000005461,39122,40,11140,97000.00,2017-02-23 00:00:00
1000003369,42000,33,50130,50000.00,2017-02-23 00:00:00
1000002088,26650,58,26000,66000.00,2017-02-23 00:00:00
1000009601,23500,37,10150,60000.00,2017-02-23 00:00:00
1000005486,32414,66,10240,81000.00,2017-02-23 00:00:00
1000009085,34968,36,10100,69000.00,2017-02-23 00:00:00
1000011218,19235,28,12130,24000.00,2017-02-23 00:00:00
1000005234,250000,61,10310,300000.00,2017-02-23 00:00:00
1000012516,45000,36,12120,100000.00,2017-02-23 00:00:00
1000010396,21522,31,50300,50000.00,2017-02-23 00:00:00
1000011552,37926,33,21140,70000.00,2017-02-23 00:00:00
1000004991,51147,55,40330,120000.00,2017-02-23 00:00:00
1000004583,17000,32,11120,79000.00,2017-02-23 00:00:00
1000002751,19070,36,92000,43000.00,2017-02-23 00:00:00
1000012040,39638,39,50100,70000.00,2017-02-23 00:00:00
1000012015,24729,36,81130,37000.00,2017-02-23 00:00:00
1000012178,70000,32,10510,140000.00,2017-02-23 00:00:00
1000004436,50000,36,10150,100000.00,2017-02-23 00:00:00
1000007988,29599,30,10900,70000.00,2017-02-23 00:00:00
1000011213,33480,46,10900,66000.00,2017-02-23 00:00:00
1000009697,16740,35,40000,29000.00,2017-02-23 00:00:00
1000003105,51687,44,11000,100000.00,2017-02-23 00:00:00
1000006480,49000,41,10510,85000.00,2017-02-23 00:00:00
1000004357,20000,35,11110,35000.00,2017-02-23 00:00:00
1000008771,15750,31,11140,27000.00,2017-02-23 00:00:00
1000000906,15000,43,10310,30000.00,2017-02-23 00:00:00
1000010174,38200,44,74000,75000.00,2017-02-23 00:00:00
1000000896,105016,52,11000,262000.00,2017-02-23 00:00:00
1000006444,63213,32,10260,158000.00,2017-02-23 00:00:00
1000007423,20000,37,11120,30000.00,2017-02-23 00:00:00
1000012916,35084,46,10220,52000.00,2017-02-23 00:00:00
1000010027,27250,34,10400,54000.00,2017-02-23 00:00:00
1000013303,70165,25,32150,80000.00,2017-02-23 00:00:00
1000003299,42000,49,53000,70000.00,2017-02-23 00:00:00
1000002845,20000,65,10600,100000.00,2017-02-23 00:00:00
1000010959,91000,36,10700,113000.00,2017-02-23 00:00:00
1000004926,51500,34,10260,100000.00,2017-02-23 00:00:00
1000003343,141000,44,10100,282000.00,2017-02-23 00:00:00
1000009249,74865,34,11000,74000.00,2017-02-23 00:00:00
1000007642,15093,28,72160,26000.00,2017-02-23 00:00:00
1000000114,38000,58,10230,190000.00,2017-02-23 00:00:00
1000001464,37346,59,11130,109000.00,2017-02-23 00:00:00
1000003472,49335,39,10500,50000.00,2017-02-23 00:00:00
1000001494,40000,55,10120,126000.00,2017-02-23 00:00:00
1000011426,191015,42,18120,200000.00,2017-02-23 00:00:00
1000000827,38373,58,10400,100000.00,2017-02-23 00:00:00
1000010015,36264,32,26000,30000.00,2017-02-23 00:00:00
1000005412,18935,31,18110,33000.00,2017-02-23 00:00:00
1000004756,75000,35,10140,262000.00,2017-02-23 00:00:00
1000009825,41167,48,10120,50000.00,2017-02-23 00:00:00
1000006025,16820,32,10310,29000.00,2017-02-23 00:00:00
1000007919,149820,47,20140,280000.00,2017-02-23 00:00:00
1000005483,227178,50,10150,450000.00,2017-02-23 00:00:00
1000010365,53000,44,12000,119000.00,2017-02-23 00:00:00
1000007389,126184,55,20000,200000.00,2017-02-23 00:00:00
1000008617,295106,50,20160,500000.00,2017-02-23 00:00:00
1000003963,26233,35,10530,109200.00,2017-02-23 00:00:00
1000008652,26103,38,60000,50000.00,2017-02-23 00:00:00
1000006622,22000,29,10280,44000.00,2017-02-23 00:00:00
1000001683,69062,53,10250,250000.00,2017-02-23 00:00:00
1000010676,68970,26,74000,137000.00,2017-02-23 00:00:00
1000009456,78030,48,73110,195000.00,2017-02-23 00:00:00
1000004163,125564,52,20000,150000.00,2017-02-23 00:00:00
1000010096,23245,44,10900,44000.00,2017-02-23 00:00:00
1000013697,23000,39,11110,46000.00,2017-02-23 00:00:00
1000001166,134682,46,10800,269000.00,2017-02-23 00:00:00
1000011610,15419,29,12140,19000.00,2017-02-23 00:00:00
1000009247,22916,31,11000,30000.00,2017-02-23 00:00:00
1000008585,55346,50,21180,100000.00,2017-02-23 00:00:00
1000001946,21221,39,90120,40000.00,2017-02-23 00:00:00
1000001959,75000,37,10150,262000.00,2017-02-23 00:00:00
1000011778,17241,40,70000,30000.00,2017-02-23 00:00:00
1000010952,103000,28,10540,100000.00,2017-02-23 00:00:00
1000006433,169952,54,10520,420000.00,2017-02-23 00:00:00
1000011911,37815,43,10530,75000.00,2017-02-23 00:00:00
1000010967,64624,36,10510,96000.00,2017-02-23 00:00:00
1000004112,218000,61,10510,436000.00,2017-02-23 00:00:00
1000010463,20000,37,10240,40000.00,2017-02-23 00:00:00
1000011794,44000,29,10290,77000.00,2017-02-23 00:00:00
1000012012,60000,53,10600,100000.00,2017-02-23 00:00:00
1000011703,21000,34,10330,42000.00,2017-02-23 00:00:00
1000000025,115719,67,77110,200000.00,2017-02-23 00:00:00
1000011188,20095,29,10280,34000.00,2017-02-23 00:00:00
1000003931,42426,36,11000,80000.00,2017-02-23 00:00:00
1000000470,150000,61,20000,194000.00,2017-02-23 00:00:00
1000008397,23226,40,20130,100000.00,2017-02-23 00:00:00
1000000814,39000,48,10900,91000.00,2017-02-23 00:00:00
1000004026,125500,39,10260,250000.00,2017-02-23 00:00:00
1000012937,33420,43,20150,116000.00,2017-02-23 00:00:00
1000004965,19000,31,73000,66000.00,2017-02-23 00:00:00
1000009939,17000,26,18150,42000.00,2017-02-23 00:00:00
1000013086,125801,37,10900,275000.00,2017-02-23 00:00:00
1000013542,17000,22,10250,34000.00,2017-02-23 00:00:00
1000009375,83200,34,10900,166000.00,2017-02-23 00:00:00
1000009758,18329,30,10520,36000.00,2017-02-23 00:00:00
1000011558,15730,36,49140,27000.00,2017-02-23 00:00:00
1000011270,40983,28,90250,140000.00,2017-02-23 00:00:00
1000010800,194933,55,10600,380000.00,2017-02-23 00:00:00
1000007730,306204,63,40130,300000.00,2017-02-23 00:00:00
1000002326,42921,54,10540,107000.00,2017-02-23 00:00:00
1000001704,16400,53,80000,30000.00,2017-02-23 00:00:00
1000004353,169079,50,10540,400000.00,2017-02-23 00:00:00
1000002140,18900,55,10800,45000.00,2017-02-23 00:00:00
1000007503,20000,29,11140,50000.00,2017-02-23 00:00:00
1000009839,36433,32,10280,60000.00,2017-02-23 00:00:00
1000011978,107000,38,20230,214000.00,2017-02-23 00:00:00
1000013568,50897,28,11140,70000.00,2017-02-23 00:00:00
1000005802,148000,38,10700,450000.00,2017-02-23 00:00:00
1000006746,63030,64,20150,130000.00,2017-02-23 00:00:00
1000009431,109953,39,40000,218000.00,2017-02-23 00:00:00
1000005982,34890,58,11120,65000.00,2017-02-23 00:00:00
1000003996,28500,57,13000,40000.00,2017-02-23 00:00:00
1000005107,19000,30,25000,66000.00,2017-02-23 00:00:00
1000007358,46650,33,20230,46000.00,2017-02-23 00:00:00
1000009667,31000,28,11130,62000.00,2017-02-23 00:00:00
1000008873,34566,41,10110,86000.00,2017-02-23 00:00:00
1000004084,25323,36,10220,50000.00,2017-02-23 00:00:00
1000008112,51533,30,10260,70000.00,2017-02-23 00:00:00
1000003183,38835,59,10210,160000.00,2017-02-23 00:00:00
1000012576,19700,46,11140,34000.00,2017-02-23 00:00:00
1000004975,50835,38,10120,80000.00,2017-02-23 00:00:00
1000009616,38005,30,94000,133000.00,2017-02-23 00:00:00
1000004828,50000,42,90240,100000.00,2017-02-23 00:00:00
1000008881,17920,38,10280,31000.00,2017-02-23 00:00:00
1000010579,21000,43,10110,42000.00,2017-02-23 00:00:00
1000009853,31975,24,83110,39000.00,2017-02-23 00:00:00
1000000126,45000,50,30170,216000.00,2017-02-23 00:00:00
1000010625,41449,33,10210,72000.00,2017-02-23 00:00:00
1000000241,223000,56,10220,550000.00,2017-02-23 00:00:00
1000005378,18581,39,50130,46000.00,2017-02-23 00:00:00
1000009682,42000,28,84110,147000.00,2017-02-23 00:00:00
1000004169,50000,35,10600,100000.00,2017-02-23 00:00:00
1000001757,28000,53,10140,98000.00,2017-02-23 00:00:00
1000011835,17304,30,21140,30000.00,2017-02-23 00:00:00
1000001766,156127,68,10540,546000.00,2017-02-23 00:00:00
1000011964,22500,31,90110,98000.00,2017-02-23 00:00:00
1000011644,22500,29,10310,78000.00,2017-02-23 00:00:00
1000009467,17065,28,12120,25000.00,2017-02-23 00:00:00
1000012195,23146,41,25110,40000.00,2017-02-23 00:00:00
1000007117,42000,38,31000,100000.00,2017-02-23 00:00:00
1000001692,35450,38,11000,100000.00,2017-02-23 00:00:00
1000005882,58363,40,10110,145000.00,2017-02-23 00:00:00
1000012474,50000,25,10120,50000.00,2017-02-23 00:00:00
1000001447,46462,52,12121,90000.00,2017-02-23 00:00:00
1000005308,200000,49,10310,400000.00,2017-02-23 00:00:00
1000001342,21500,39,10210,53000.00,2017-02-23 00:00:00
1000003372,117200,43,10400,293000.00,2017-02-23 00:00:00
1000007291,36000,31,20150,72000.00,2017-02-23 00:00:00
1000006558,49638,45,10280,80000.00,2017-02-23 00:00:00
1000009884,69758,46,52220,140000.00,2017-02-23 00:00:00
1000012289,26130,36,21000,52000.00,2017-02-23 00:00:00
1000009732,79561,43,10150,120000.00,2017-02-23 00:00:00
1000009943,21000,29,12130,42000.00,2017-02-23 00:00:00
1000008599,52320,44,10100,104000.00,2017-02-23 00:00:00
1000010506,42615,26,11140,42000.00,2017-02-23 00:00:00
1000008022,26833,48,18240,38000.00,2017-02-23 00:00:00
1000006082,17593,42,20150,43000.00,2017-02-23 00:00:00
1000012739,20198,43,10140,45000.00,2017-02-23 00:00:00
1000012677,67000,32,10900,134000.00,2017-02-23 00:00:00
1000005053,44960,57,11130,30000.00,2017-02-23 00:00:00
1000010100,77000,36,10310,150000.00,2017-02-23 00:00:00
1000011293,16000,28,10150,32000.00,2017-02-23 00:00:00
1000012809,87000,40,10220,174000.00,2017-02-23 00:00:00
1000013378,16000,30,90110,28000.00,2017-02-23 00:00:00
1000002581,638082,54,13170,700000.00,2017-02-23 00:00:00
1000011401,23221,26,12130,46000.00,2017-02-23 00:00:00
1000012260,21000,37,20150,40000.00,2017-02-23 00:00:00
1000002397,35610,50,10310,115000.00,2017-02-23 00:00:00
1000001632,30000,35,11140,75000.00,2017-02-23 00:00:00
1000010297,18250,34,73170,31000.00,2017-02-23 00:00:00
1000006771,21000,29,10260,47000.00,2017-02-23 00:00:00
1000007049,24384,32,10210,50000.00,2017-02-23 00:00:00
1000001332,36000,45,10240,91000.00,2017-02-23 00:00:00
1000012106,40000,41,10170,70000.00,2017-02-23 00:00:00
1000005684,19589,32,11140,30000.00,2017-02-23 00:00:00
1000008776,110452,46,12140,100000.00,2017-02-23 00:00:00
1000006652,24155,35,41240,60000.00,2017-02-23 00:00:00
1000002493,20265,38,10240,50000.00,2017-02-23 00:00:00
